Order ID,Date,Customer Name,Product,Amount,City,Email
1151,20-06-2025,Caitlyn Preston,Glass Cleaner,69.28,Chicago,warnercory@yahoo.com
1152,27-07-2025,Jesus Patel,Glass Cleaner,134.79,Houston,egreen@hotmail.com
1153,03-08-2025,Frederick Collins,Mop,94.51,New York,jacob13@gmail.com
1154,23-07-2025,Megan Tucker,Glass Cleaner,174.54,Dallas,megancombs[at]gmail.com
1155,17-07-2025,Amanda Lowery,Broom,60,New York,robertthomas@rogers.com
1156,03-07-2025,Gary Meyer,Mop,116.7,Chicago,higginsraymond@hunter-russell.info
1157,06-06-2025,Diana Rodriguez,Mop,101.12,New York,gardnerjulia@sanchez.com
1158,09-07-2025,Robert Jennings,Floor Cleaner,106.73,Atlanta,martinrobert@yahoo.com
1159,16-07-2025,Micheal Thompson,Broom,30.87,Boston,whitneypowers@gmail.com
1160,09-07-2025,Charles Norton,Glass Cleaner,99.26,Boston,navarrochristina@hotmail.com
1161,06-07-2025,Jeffrey Meyer,Broom,79.2,Dallas,victorcastro@gmail.com
1162,21-07-2025,Gregory Tucker,Mop,134.43,New York,hayeslori@logan.org
1163,24-07-2025,David Reyes,Floor Cleaner,44.56,Los Angeles,griffineric@bullock.com
1164,03-07-2025,Allison Richard,Mop,51.75,Los Angeles,robinsonjohn@gmail.com
1165,17-07-2025,Albert Benson,Mop,181.21,New York,ireed@gmail.com
1166,26-06-2025,Charles Brown,Glass Cleaner,58.37,Los Angeles,zlutz[at]yahoo.com
1167,01-07-2025,Priscilla Flores,Vacuum Cleaner,89.96,Houston,grantmichael@gmail.com
1168,27-06-2025,Linda Austin,Disinfectant,57.79,Dallas,jameshutchinson@yahoo.com
1169,20-07-2025,Dr. Leslie Taylor MD,Broom,57.69,Los Angeles,knappkristin@davis.org
1170,18-07-2025,Alexander Rollins,broom,169.59,Boston,david64@thomas-clark.org
1171,11-06-2025,Steven Yang,Vacuum Cleaner,92.06,Chicago,allisonvalerie@warren.net
1172,20-07-2025,Mr. Brian Williams,Broom,19.87,Atlanta,bishopcaleb@hotmail.com
1173,05-06-2025,Randy Sanchez,Mop,87.01,Atlanta,robynrobinson@harris-thompson.com
1174,30-06-2025,Sarah Mcneil,Mop,22.45,Los Angeles,jerome21@yahoo.com
1175,19-07-2025,Margaret Blake,Vacuum Cleaner,143.57,Boston,randy69@johnson.com
1176,05-06-2025,Richard Howard,Glass Cleaner,174.24,Atlanta,medinajasmine@gmail.com
1177,27-06-2025,Adam Burns,Floor Cleaner,194.07,New York,tranmichael@yahoo.com
1178,19-07-2025,Joshua Anderson,Disinfectant,84.95,houston,ojackson@yahoo.com
1179,28-07-2025,Tina Myers,broom,142.18,Miami,karenbowman@gmail.com
1180,21-06-2025,Matthew Jenkins,Vacuum Cleaner,66.61,Atlanta,robertgreen@long-reyes.info
1181,17-07-2025,Nancy Watson,Glass Cleaner,133.7,Atlanta,"catherineserrano@price,com"
1182,27-06-2025,Joshua Garrett,Mop,31.37,Miami,gwells@parker-wilson.net
1183,13-07-2025,John Flores,Floor Cleaner,65.1,Boston,"kjones@gmail,com"
1184,05-06-2025,Christine Terry,Floor Cleaner,44.03,Atlanta,christiewagner@hotmail.com
1185,11-07-2025,Dawn Allen,Glass Cleaner,70.88,Boston,andrea75@yahoo.com
1186,14-06-2025,Megan Scott,Mop,177.27,New York,eric45@rodriguez.biz
1187,13-07-2025,Nicole Douglas,Vacuum Cleaner,145.72,Houston,"jonesveronica@martin,com"
,23-07-2025,Allison Wilson,Mop,168.34,Los Angeles,gonzalezdarlene@gmail.com
1189,22-06-2025,Michael Frazier,Disinfectant,166.46,Chicago,jacob59@hotmail.com
1190,23-07-2025,Michele Tate,Vacuum Cleaner,145.52,Dallas,catherine10@brewer.com
1191,06-07-2025,Alex Lloyd,Mop,111.31,Atlanta,garzasusan@downs-martin.biz
1192,28-06-2025,Antonio Sullivan,Mop,91.41,Miami,carolrodriguez@bell.net
1193,19-06-2025,Maria Brown,Broom,27.66,Houston,levymichael[at]hotmail.com
1194,26-06-2025,Megan White,Vacuum Cleaner,138.07,New York,katelynbarton@hotmail.com
1195,31-07-2025,Autumn Walker,Vacuum Cleaner,105.33,Miami,erica50[at]hotmail.com
1196,31-07-2025,Billy Ross,Floor Cleaner,147.63,Atlanta,josephrobinson@horne-bowman.info
1197,22-07-2025,Henry Hopkins,Mop,99.42,Miami,moonsean@duran.com
1198,10-06-2025,Beth Brown,Floor Cleaner,158.71,Los Angeles,crystalfrench@cannon.net
1199,07-07-2025,Austin Turner Jr.,Glass Cleaner,116.29,Chicago,davisveronica@yahoo.com
